Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-05-14,1,-0.038329333410704526,-0.78451801155,0.3472106619633193,1,353,5,1,2,0.03859398770572777,0
2022-06-12,2,0.28178054326770946,-0.2641245073058268,0.3472106619633193,1,384,5,2,1,0.03859398770572777,0
2022-07-01,1,-0.10235130874638733,-0.8397112620001396,-0.18027390963652484,1,575,5,2,1,0.03859398770572777,0
2022-06-20,2,0.2561717531334363,-0.2641245073058268,-0.5319302907030876,1,564,5,0,1,0.03859398770572777,0
2022-06-15,1,0.06410582712638795,-0.6741315106497209,-0.3561021001698062,1,2098,5,1,2,0.03859398770572777,0
2022-05-15,1,-0.08954691367925077,-0.6583620105211095,-0.18027390963652484,1,88,5,2,0,0.03859398770572777,2
2022-05-16,2,-0.28161283968629913,-0.579514509878053,-0.3561021001698062,1,1263,5,2,1,0.03859398770572777,2
2022-07-06,2,0.038497036992114826,-0.6425925103924982,-0.18027390963652484,1,110,5,0,0,0.03859398770572777,2
2022-06-06,1,0.06410582712638795,-0.579514509878053,-0.18027390963652484,1,1126,5,0,2,0.03859398770572777,0
2022-07-09,2,0.15373659259634387,-0.3413950579360222,-0.18027390963652484,1,916,5,1,2,0.03859398770572777,0
2022-06-20,2,-0.2688084446191626,-0.626823010263887,-0.004445719103243464,1,899,5,0,2,0.03859398770572777,0
2022-06-16,3,0.34580251860339223,-0.027582005376657167,0.3472106619633193,1,277,5,0,1,1.1692548867883485,0
2022-05-18,2,0.0769102221935245,-0.3429720079488834,0.3472106619633193,1,1589,5,2,0,0.03859398770572777,0
2022-06-03,2,0.3842157038048019,-0.32720250782027205,-0.004445719103243464,1,1544,5,1,1,0.03859398770572777,0
2022-05-31,2,0.19214977779775355,0.05126549526639938,-0.004445719103243464,2,624,5,1,1,0.03859398770572777,2
2022-04-28,1,-0.06393812354497765,-0.626823010263887,-0.18027390963652484,1,1059,5,2,1,-1.092066911376893,2
2022-07-09,2,0.32019372846911914,-0.32720250782027205,-0.18027390963652484,1,1020,5,2,2,0.03859398770572777,0
2022-07-07,1,-0.12796009888066046,-0.8949045124502792,-0.3561021001698062,1,1261,5,2,1,-1.092066911376893,0
2022-05-14,2,0.06410582712638795,-0.4218195085919399,-0.3561021001698062,1,1831,5,1,1,0.03859398770572777,0
2022-06-30,2,0.19214977779775355,-0.4533585088491625,0.17138247143003793,1,384,5,2,1,0.03859398770572777,0
2022-06-10,1,-0.038329333410704526,-0.6347077603281925,-0.5319302907030876,2,1078,5,2,1,0.03859398770572777,2
2022-05-26,1,-0.11515570381352389,-0.8160570118072227,-0.004445719103243464,1,908,5,2,1,-1.092066911376893,0
2022-06-08,2,0.32019372846911914,-0.4060500084633286,0.17138247143003793,1,278,5,1,1,0.03859398770572777,0
2022-05-14,2,8.385179070514949e-05,-0.4218195085919399,0.17138247143003793,1,1137,5,2,2,0.03859398770572777,0
2022-06-04,1,-0.21759086435061636,-1.0525995137363924,-0.004445719103243464,2,2099,5,1,1,-1.092066911376893,2
2022-07-06,2,0.2561717531334363,-0.3902805083347173,0.17138247143003793,1,486,5,2,1,0.03859398770572777,0
2022-06-30,1,-0.21759086435061636,-0.9579825129647245,-0.18027390963652484,1,113,5,0,1,-1.092066911376893,0
2022-07-07,1,-0.22399306188418464,-0.8949045124502792,-0.004445719103243464,1,566,5,2,1,-1.092066911376893,0
2022-07-09,3,0.10251901232779763,-0.3429720079488834,0.3472106619633193,1,1164,5,2,2,0.03859398770572777,0
2022-05-26,1,-0.2752106421527309,-0.844442112038723,0.17138247143003793,1,723,5,2,2,0.03859398770572777,0
2022-07-07,1,-0.21759086435061636,-0.9343282627718075,0.3472106619633193,1,1550,5,2,1,-1.092066911376893,0
2022-05-31,1,-0.038329333410704526,-0.7766332614856943,-0.004445719103243464,1,1849,5,1,2,0.03859398770572777,0
2022-06-21,2,8.385179070514949e-05,-0.4218195085919399,0.17138247143003793,1,565,5,1,1,0.03859398770572777,0
2022-06-08,1,-0.25600404955202605,-0.8633655121930566,0.3472106619633193,1,452,5,1,2,-1.092066911376893,0
2022-07-03,2,0.19214977779775355,-0.3429720079488834,0.17138247143003793,1,435,5,2,1,0.03859398770572777,0
2022-05-25,2,-0.12155790134709217,-0.027582005376657167,-0.004445719103243464,2,481,5,1,1,1.1692548867883485,2
2022-06-04,1,-0.12796009888066046,-1.0052910133505584,-0.004445719103243464,2,1244,5,1,2,-1.092066911376893,2
2022-06-27,1,-0.12796009888066046,-0.8791350123216679,-0.004445719103243464,1,581,5,1,0,-1.092066911376893,0
2022-05-22,1,-0.17917767914920668,-0.579514509878053,-0.3561021001698062,2,1666,5,1,1,-1.092066911376893,2
2022-06-05,1,-0.19198207421634325,-0.626823010263887,0.3472106619633193,2,1101,5,0,1,0.03859398770572777,2
2022-05-11,1,-0.038329333410704526,-0.7372095111641661,-0.004445719103243464,1,409,5,1,0,0.03859398770572777,2
2022-06-08,1,-0.06393812354497765,-0.8712502622573622,0.17138247143003793,1,550,5,2,0,0.03859398770572777,0
2022-06-16,1,-0.10235130874638733,-1.0999080141222262,-0.5319302907030876,1,1294,5,2,1,-1.092066911376893,0
2022-05-14,1,-0.10235130874638733,-0.6583620105211095,-0.004445719103243464,1,325,5,0,2,0.03859398770572777,2
2022-05-18,1,-0.35203701255555025,-0.7372095111641661,-0.3561021001698062,1,1931,5,1,0,-1.092066911376893,2
2022-07-07,1,-0.11515570381352389,-0.8949045124502792,-0.004445719103243464,1,485,5,2,1,-1.092066911376893,0
2022-05-14,2,0.06410582712638795,-0.3429720079488834,0.17138247143003793,1,2058,5,1,2,0.03859398770572777,0
2022-06-27,2,0.10251901232779763,-0.5353599095179413,-0.004445719103243464,1,110,5,2,1,0.03859398770572777,0
2022-06-30,2,0.06410582712638795,-0.5006670092349964,-0.18027390963652484,1,1858,5,2,1,0.03859398770572777,0
2022-05-27,2,8.385179070514949e-05,0.20896049655251248,-0.18027390963652484,2,1291,5,1,1,0.03859398770572777,2
2022-05-25,2,-0.3648414076226868,-0.2798940074344381,-0.18027390963652484,2,465,5,2,1,0.03859398770572777,2
2022-07-07,2,0.038497036992114826,-0.5006670092349964,-0.004445719103243464,1,45,5,2,2,0.03859398770572777,0
2022-05-29,1,-0.24319965448488948,-0.8791350123216679,-0.004445719103243464,1,1192,5,2,0,-1.092066911376893,2
2022-05-23,1,-0.33923261748841366,-0.6583620105211095,-0.18027390963652484,2,1977,5,1,1,-1.092066911376893,2
2022-06-27,1,-0.19198207421634325,-0.6583620105211095,0.17138247143003793,2,1680,5,2,0,0.03859398770572777,2
2022-05-28,1,0.038497036992114826,-0.8160570118072227,-0.004445719103243464,1,868,5,2,1,0.03859398770572777,0
2022-06-10,3,0.2561717531334363,-0.027582005376657167,-0.3561021001698062,1,1901,5,2,1,1.1692548867883485,0
2022-04-29,2,0.06410582712638795,-0.5006670092349964,-0.004445719103243464,2,111,5,2,1,0.03859398770572777,2
2022-07-04,1,-0.12796009888066046,-0.9264435127075018,-0.18027390963652484,1,794,5,1,1,-1.092066911376893,0
2022-06-14,2,0.1409321975292073,-0.4533585088491625,-0.004445719103243464,1,2007,5,1,1,0.03859398770572777,0
2022-07-04,1,-0.1663732840820701,-0.8428651620258619,-0.3561021001698062,1,716,5,2,0,0.03859398770572777,0
2022-07-06,2,0.3842157038048019,-0.4218195085919399,0.17138247143003793,1,1166,5,0,0,0.03859398770572777,0
2022-05-26,1,-0.02552493834356797,-0.6583620105211095,-0.004445719103243464,1,1929,5,2,1,-1.092066911376893,0
2022-05-10,1,-0.02552493834356797,-0.9737520130933357,0.17138247143003793,2,111,5,2,1,-1.092066911376893,2
2022-05-14,1,-0.02552493834356797,-0.8554807621287509,0.17138247143003793,1,424,5,2,1,0.03859398770572777,0
2022-04-29,2,-0.140764493947797,-0.579514509878053,-0.5319302907030876,2,1293,5,1,1,-1.092066911376893,2
2022-05-05,2,8.385179070514949e-05,-0.18527700666277028,-0.18027390963652484,2,1178,5,1,2,0.03859398770572777,2
2022-07-07,1,-0.2688084446191626,-1.0447147636720866,0.3472106619633193,1,943,5,2,0,-1.092066911376893,0
2022-06-12,2,0.12812780246207076,-0.7529790112927774,-0.3561021001698062,1,594,5,0,1,0.03859398770572777,0
2022-05-24,2,0.012888246857841708,-0.43758900872055123,-0.004445719103243464,1,1293,5,1,0,0.03859398770572777,0
2022-06-27,1,-0.35203701255555025,-1.1314470143794488,-0.5319302907030876,2,402,5,2,1,-1.092066911376893,2
2022-06-01,2,0.12812780246207076,-0.4218195085919399,-0.004445719103243464,1,307,5,1,1,0.03859398770572777,0
2022-06-30,1,0.06410582712638795,-0.9106740125788905,-0.004445719103243464,1,1488,5,2,1,-1.092066911376893,0
2022-06-04,2,0.19214977779775355,-0.05123625556957413,-0.3561021001698062,2,111,5,0,1,0.03859398770572777,2
2022-04-27,3,0.3329981235362557,0.9185880023400214,0.17138247143003793,1,1128,5,1,1,1.1692548867883485,2
2022-06-16,3,0.08971461726066106,-0.027582005376657167,0.17138247143003793,1,1291,5,2,1,1.1692548867883485,0
2022-06-10,1,-0.10235130874638733,-0.8949045124502792,-0.5319302907030876,1,651,5,2,1,-1.092066911376893,0
2022-06-23,2,0.32019372846911914,-0.4218195085919399,-0.18027390963652484,1,794,5,0,0,0.03859398770572777,0
2022-05-19,1,-0.21118866681704807,-1.170870764700977,-0.004445719103243464,1,1129,5,1,0,-1.092066911376893,0
2022-07-07,1,8.385179070514949e-05,-0.7955566616400279,0.17138247143003793,1,1647,5,0,1,0.03859398770572777,0
2022-06-27,1,8.385179070514949e-05,-0.8160570118072227,0.3472106619633193,1,325,5,1,0,0.03859398770572777,0
2022-06-20,2,0.12812780246207076,-0.4218195085919399,0.17138247143003793,1,647,5,2,0,0.03859398770572777,2
2022-06-23,1,-0.06393812354497765,-0.9658672630290301,-0.3561021001698062,1,385,5,2,1,-1.092066911376893,2
2022-06-23,3,0.19214977779775355,0.563774249446267,-0.18027390963652484,1,362,5,0,1,1.1692548867883485,0
2022-04-29,2,0.19214977779775355,-0.027582005376657167,-0.004445719103243464,2,624,5,0,1,0.03859398770572777,2
2022-06-04,1,0.08971461726066106,-0.579514509878053,0.17138247143003793,2,2027,5,1,1,-1.092066911376893,2
2022-06-20,2,0.2561717531334363,-0.18527700666277028,-0.18027390963652484,1,1167,5,1,0,0.03859398770572777,0
2022-06-12,1,0.06410582712638795,-0.8475960120644452,-0.004445719103243464,1,1866,5,2,1,0.03859398770572777,0
2022-07-03,1,0.12812780246207076,-0.8160570118072227,0.17138247143003793,1,1126,5,0,2,0.03859398770572777,0
2022-06-12,2,0.06410582712638795,-0.6189382601995813,-0.004445719103243464,1,1926,5,1,1,0.03859398770572777,0
2022-06-12,2,0.19214977779775355,-0.5006670092349964,-0.18027390963652484,1,1167,5,0,0,1.1692548867883485,0
2022-06-24,1,-0.3072216298205723,-1.2102945150225053,-0.004445719103243464,2,1491,5,0,1,-1.092066911376893,2
2022-04-29,2,0.19214977779775355,0.36665549783862555,-0.3561021001698062,2,110,5,1,1,0.03859398770572777,2
2022-06-20,2,-0.15356888901493357,-0.46912800897777385,-0.5319302907030876,2,283,5,1,1,0.03859398770572777,2
2022-07-07,1,0.06410582712638795,-0.8633655121930566,0.17138247143003793,1,384,5,1,2,0.03859398770572777,0
2022-07-06,2,8.385179070514949e-05,-0.5006670092349964,0.17138247143003793,1,1673,5,2,1,0.03859398770572777,0
2022-05-31,2,-0.02548652515836656,-0.4218195085919399,-0.18027390963652484,1,453,5,0,2,0.03859398770572777,0
2022-07-07,2,0.3842157038048019,-0.05123625556957413,-0.3561021001698062,2,2187,5,1,1,0.03859398770572777,2
2022-05-30,2,0.12812780246207076,0.01972649500917676,0.17138247143003793,1,33,5,1,1,0.03859398770572777,2
2022-05-14,2,0.2561717531334363,-0.4218195085919399,-0.004445719103243464,1,111,5,0,0,1.1692548867883485,0
2022-07-09,2,0.2561717531334363,-0.3429720079488834,-0.5319302907030876,1,1772,5,1,0,0.03859398770572777,0
2022-05-31,2,-0.08954691367925077,-0.4218195085919399,-0.004445719103243464,1,2032,5,0,1,0.03859398770572777,0
2022-07-02,1,0.19214977779775355,-0.8744041622830845,0.17138247143003793,1,654,5,0,1,-1.092066911376893,2
2022-05-06,2,-0.34563481502198196,-0.12219900614832503,-0.004445719103243464,1,2204,5,2,1,0.03859398770572777,2
2022-07-07,1,-0.038329333410704526,-0.8633655121930566,-0.5319302907030876,1,384,5,1,2,0.03859398770572777,0
2022-07-06,2,0.05130143205925139,-0.5322060094922191,0.3472106619633193,1,2148,5,2,2,0.03859398770572777,0
2022-06-20,1,-0.12796009888066046,-0.8160570118072227,0.17138247143003793,1,647,5,1,0,0.03859398770572777,0
2022-07-04,1,-0.06393812354497765,-0.6583620105211095,-0.3561021001698062,2,867,5,1,1,-1.092066911376893,2
2022-05-25,1,-0.21118866681704807,-0.8475960120644452,0.17138247143003793,1,638,5,2,2,-1.092066911376893,0
2022-06-16,1,-0.21759086435061636,-1.0210605134791697,0.17138247143003793,1,2223,5,0,1,-1.092066911376893,0
2022-06-23,2,-0.19198207421634325,-0.8949045124502792,-0.18027390963652484,1,1485,5,0,1,-1.092066911376893,2
2022-07-09,1,0.06410582712638795,-0.7372095111641661,-0.18027390963652484,2,7,5,1,1,-1.092066911376893,0
2022-04-29,1,-0.25600404955202605,-1.170870764700977,-0.004445719103243464,1,1850,5,2,0,-1.092066911376893,2
2022-07-06,2,0.1665409876634804,-0.46912800897777385,-0.004445719103243464,1,2068,5,1,2,0.03859398770572777,2
2022-05-31,2,-0.25600404955202605,-0.5637450097494418,0.3472106619633193,1,1588,5,1,0,-1.092066911376893,2
2022-07-01,1,-0.08954691367925077,-0.8949045124502792,-0.5319302907030876,1,360,5,0,1,0.03859398770572777,0
2022-05-27,1,8.385179070514949e-05,-0.7372095111641661,-0.5319302907030876,2,625,5,1,1,0.03859398770572777,2
2022-07-06,1,-0.038329333410704526,-0.8949045124502792,-0.18027390963652484,1,2007,5,0,1,-1.092066911376893,0
2022-07-04,2,-0.2303952594177529,0.05126549526639938,-0.18027390963652484,2,2173,5,2,1,0.03859398770572777,2
2022-05-17,2,8.385179070514949e-05,-0.5006670092349964,0.17138247143003793,1,1970,5,1,1,0.03859398770572777,0
2022-05-31,1,-0.33923261748841366,-0.7372095111641661,0.3472106619633193,1,1977,5,2,0,-1.092066911376893,2
2022-05-23,2,0.012888246857841708,-0.4218195085919399,-0.004445719103243464,1,324,5,2,1,0.03859398770572777,0
2022-06-20,2,-0.34563481502198196,-0.6583620105211095,-0.18027390963652484,1,1328,5,2,2,0.03859398770572777,0
2022-05-10,3,0.19214977779775355,-0.25466280722866,-0.3561021001698062,2,2129,5,1,1,0.03859398770572777,2
2022-05-31,1,-0.3904501977569599,-0.7766332614856943,-0.18027390963652484,2,1332,5,2,1,-1.092066911376893,2
2022-05-12,2,0.19214977779775355,-0.10642950601971371,-0.5319302907030876,1,2147,5,0,2,0.03859398770572777,0
2022-07-07,1,-0.140764493947797,-0.7372095111641661,-0.18027390963652484,1,463,5,1,1,-1.092066911376893,2
2022-07-06,2,0.34580251860339223,-0.25466280722866,-0.18027390963652484,1,160,5,2,1,1.1692548867883485,0
2022-04-29,1,-0.17917767914920668,-0.5006670092349964,0.3472106619633193,2,283,5,1,1,0.03859398770572777,2
2022-04-29,1,-0.10235130874638733,-0.6583620105211095,-0.004445719103243464,2,1618,5,1,1,0.03859398770572777,2
2022-06-30,1,-0.3200260248877088,-0.9106740125788905,-0.18027390963652484,1,1264,5,2,1,-1.092066911376893,0
2022-05-31,1,-0.34563481502198196,-0.7056705109069434,0.3472106619633193,2,2112,5,1,1,0.03859398770572777,2
2022-06-13,1,-0.25600404955202605,-0.78451801155,0.17138247143003793,1,1195,5,1,2,0.03859398770572777,0
2022-06-27,1,0.1089212098613659,-0.7687485114213887,0.3472106619633193,1,2146,5,0,1,0.03859398770572777,0
2022-05-19,1,-0.06393812354497765,-0.579514509878053,0.17138247143003793,1,1292,5,0,1,-1.092066911376893,2
2022-04-29,1,-0.19198207421634325,-0.2641245073058268,-0.18027390963652484,2,2181,5,2,1,0.03859398770572777,2
2022-07-04,1,0.2561717531334363,-0.7372095111641661,-0.5319302907030876,1,221,5,2,1,0.03859398770572777,0
2022-05-23,2,0.3842157038048019,-0.4218195085919399,-0.004445719103243464,1,926,5,0,0,0.03859398770572777,0
2022-06-16,1,-0.038329333410704526,-0.771902411447111,-0.004445719103243464,1,311,5,1,1,0.03859398770572777,0
2022-05-10,3,-0.038329333410704526,0.36665549783862555,-0.004445719103243464,2,797,5,1,1,1.1692548867883485,2
2022-07-07,2,0.012888246857841708,-0.5479755096208304,-0.18027390963652484,1,462,5,1,2,0.03859398770572777,0
2022-06-08,1,-0.1663732840820701,-1.0841385139936148,-0.18027390963652484,1,1937,5,2,1,-1.092066911376893,0
2022-06-20,1,-0.37764580268982334,-0.9185587626431961,-0.18027390963652484,1,1207,5,2,2,-1.092066911376893,0
2022-05-25,3,-0.25600404955202605,-0.4155117085404954,0.17138247143003793,1,1977,5,2,1,0.03859398770572777,2
2022-04-29,2,0.06410582712638795,-0.4060500084633286,-0.18027390963652484,1,127,5,2,1,0.03859398770572777,2
2022-04-29,1,-0.08954691367925077,-0.6977857608426379,-0.3561021001698062,2,207,5,2,1,-1.092066911376893,2
2022-06-30,1,-0.3072216298205723,-0.9106740125788905,-0.004445719103243464,1,1264,5,1,1,-1.092066911376893,0
2022-05-27,2,0.12812780246207076,-0.4218195085919399,-0.18027390963652484,1,1451,5,2,1,0.03859398770572777,0
2022-07-01,2,0.012888246857841708,-0.5006670092349964,-0.18027390963652484,1,1962,5,2,2,0.03859398770572777,0
2022-06-30,1,0.06410582712638795,-0.8160570118072227,-0.18027390963652484,1,1945,5,1,1,0.03859398770572777,0
2022-05-10,2,0.06410582712638795,-0.5400907595565247,0.3472106619633193,2,647,5,1,1,0.03859398770572777,2
2022-07-07,2,0.06410582712638795,-0.579514509878053,-0.004445719103243464,1,1261,5,2,2,0.03859398770572777,0
2022-06-11,2,-0.24319965448488948,-0.579514509878053,-0.3561021001698062,1,1372,5,2,2,-1.092066911376893,2
2022-05-27,1,-0.140764493947797,-0.9422130128361131,0.17138247143003793,1,936,5,1,2,-1.092066911376893,0
2022-07-09,2,0.3842157038048019,-0.027582005376657167,-0.3561021001698062,1,437,5,1,1,0.03859398770572777,0
2022-06-16,2,-0.10235130874638733,-0.5006670092349964,-0.3561021001698062,1,943,5,2,0,0.03859398770572777,0
2022-06-14,2,0.21775856793202666,-0.3429720079488834,-0.3561021001698062,1,1451,5,1,1,0.03859398770572777,0
2022-06-30,2,-0.038329333410704526,-0.6583620105211095,-0.004445719103243464,1,1839,5,1,1,0.03859398770572777,0
2022-05-31,2,0.32019372846911914,-0.2641245073058268,-0.3561021001698062,1,982,5,0,2,0.03859398770572777,0
2022-06-24,1,-0.15356888901493357,-0.7372095111641661,-0.18027390963652484,2,384,5,2,1,-1.092066911376893,0
2022-07-07,1,-0.14716669148136527,-0.8949045124502792,-0.5319302907030876,1,1258,5,2,1,-1.092066911376893,0
2022-06-03,1,-0.1663732840820701,-0.8475960120644452,-0.004445719103243464,1,1968,5,2,2,-1.092066911376893,0
2022-05-14,2,0.2305629629991632,-0.3429720079488834,0.17138247143003793,1,384,5,0,1,0.03859398770572777,0
2022-05-23,1,0.1665409876634804,-0.7372095111641661,-0.004445719103243464,1,670,5,0,0,-1.092066911376893,0
2022-06-23,2,0.05130143205925139,-0.3429720079488834,-0.5319302907030876,1,1950,5,1,2,0.03859398770572777,0
2022-04-29,1,-0.12796009888066046,-0.5858223099294976,-0.5319302907030876,2,943,5,1,1,-1.092066911376893,2
2022-06-28,2,0.12812780246207076,-0.4533585088491625,-0.18027390963652484,1,447,5,2,0,0.03859398770572777,0
2022-05-01,1,8.385179070514949e-05,-0.7214400110355548,-0.18027390963652484,1,361,5,1,1,-1.092066911376893,2
2022-06-20,1,0.32019372846911914,-0.7372095111641661,0.17138247143003793,1,658,5,0,1,-1.092066911376893,0
2022-05-21,1,0.05130143205925139,-0.7372095111641661,-0.3561021001698062,1,1267,5,0,2,-1.092066911376893,0
2022-06-20,2,0.08971461726066106,-0.5479755096208304,0.3472106619633193,1,1308,5,1,2,0.03859398770572777,0
2022-06-28,1,8.385179070514949e-05,-0.7529790112927774,-0.5319302907030876,1,1289,5,0,1,-1.092066911376893,0
2022-05-31,2,0.32019372846911914,-0.3902805083347173,-0.004445719103243464,1,1858,5,2,1,0.03859398770572777,0
2022-06-23,2,0.12812780246207076,-0.31143300769166077,-0.3561021001698062,1,647,5,1,0,0.03859398770572777,0
2022-05-23,1,0.3842157038048019,-0.7372095111641661,0.17138247143003793,1,221,5,0,1,-1.092066911376893,0
2022-05-14,1,-0.19198207421634325,-0.9737520130933357,-0.5319302907030876,2,1488,5,2,1,-1.092066911376893,2
2022-05-25,1,-0.32770866192799075,-0.579514509878053,-0.004445719103243464,2,292,5,1,1,-1.092066911376893,2
2022-06-20,2,0.3842157038048019,-0.3429720079488834,-0.3561021001698062,1,602,5,0,1,0.03859398770572777,0
2022-06-29,1,-0.06393812354497765,-0.7372095111641661,-0.18027390963652484,2,1864,5,0,1,-1.092066911376893,2
2022-06-27,1,-0.2688084446191626,-1.0999080141222262,0.3472106619633193,1,1531,5,2,0,-1.092066911376893,2
2022-04-29,3,0.06410582712638795,0.36665549783862555,-0.3561021001698062,2,943,5,1,2,0.03859398770572777,2
2022-07-07,2,-0.06393812354497765,-0.579514509878053,-0.3561021001698062,1,639,5,2,1,0.03859398770572777,0
2022-05-27,1,-0.2688084446191626,-0.8617885621801954,-0.18027390963652484,1,324,5,2,1,-1.092066911376893,0
2022-07-05,1,8.385179070514949e-05,-0.9737520130933357,-0.3561021001698062,2,451,5,2,1,-1.092066911376893,2
2022-06-07,2,0.28178054326770946,-0.2641245073058268,0.17138247143003793,1,1322,5,1,1,0.03859398770572777,0
2022-07-06,2,0.12812780246207076,-0.5006670092349964,0.17138247143003793,1,1772,5,1,1,0.03859398770572777,2
2022-07-07,2,-0.08954691367925077,-0.579514509878053,-0.5319302907030876,1,639,5,2,1,0.03859398770572777,0
2022-04-29,1,-0.21759086435061636,-0.8160570118072227,-0.3561021001698062,2,1370,5,2,1,-1.092066911376893,2
2022-06-04,1,-0.06393812354497765,-0.8949045124502792,-0.18027390963652484,2,290,5,2,0,-1.092066911376893,2
2022-05-27,1,-0.140764493947797,-0.5006670092349964,-0.18027390963652484,2,1177,5,1,1,-1.092066911376893,2
2022-06-07,3,0.40982449393907505,0.13011299590945594,0.3472106619633193,1,384,5,1,2,1.1692548867883485,0
2022-06-11,1,-0.24319965448488948,-1.1314470143794488,-0.004445719103243464,1,379,5,2,1,-1.092066911376893,2
2022-04-29,2,0.3842157038048019,-0.05123625556957413,-0.3561021001698062,2,111,5,1,1,0.03859398770572777,2
2022-07-04,1,-0.3712436051562551,-1.2102945150225053,0.17138247143003793,2,1882,5,2,1,-1.092066911376893,2
2022-07-09,1,0.1409321975292073,-0.7372095111641661,0.3472106619633193,1,1923,5,0,2,-1.092066911376893,0
2022-05-10,1,-0.19198207421634325,-1.0052910133505584,-0.004445719103243464,1,111,5,1,1,-1.092066911376893,2
2022-06-28,2,-0.07034032107854593,-0.4218195085919399,-0.3561021001698062,1,325,5,2,1,0.03859398770572777,0
2022-06-12,1,-0.11515570381352389,-0.8160570118072227,0.3472106619633193,1,647,5,2,0,0.03859398770572777,0
2022-06-12,1,-0.10235130874638733,-0.8949045124502792,0.3472106619633193,1,647,5,2,0,0.03859398770572777,0
2022-05-24,1,-0.140764493947797,-0.6583620105211095,-0.3561021001698062,1,1293,5,2,0,-1.092066911376893,0
2022-05-31,2,-0.21118866681704807,-0.5006670092349964,-0.18027390963652484,1,1939,5,2,2,0.03859398770572777,0
2022-06-04,3,0.2561717531334363,-0.18527700666277028,0.3472106619633193,1,647,5,2,0,1.1692548867883485,0
2022-05-23,1,-0.140764493947797,-0.6583620105211095,-0.004445719103243464,1,625,5,2,0,-1.092066911376893,0
2022-06-23,2,0.2561717531334363,-0.3429720079488834,0.17138247143003793,1,375,5,0,1,0.03859398770572777,0
2022-06-25,2,0.19214977779775355,-0.2641245073058268,0.17138247143003793,1,1772,5,1,1,0.03859398770572777,0
2022-04-29,2,0.06410582712638795,-0.4218195085919399,-0.18027390963652484,2,111,5,1,1,0.03859398770572777,2
2022-06-14,2,0.10251901232779763,-0.3839727082832728,0.3472106619633193,1,57,5,2,1,0.03859398770572777,0
2022-06-16,2,8.385179070514949e-05,-0.5006670092349964,0.17138247143003793,1,1324,5,2,2,0.03859398770572777,0
2022-05-26,2,0.15373659259634387,-0.28777875749874376,-0.004445719103243464,1,809,5,0,1,0.03859398770572777,0
2022-07-07,4,0.12812780246207076,0.07649669547217748,-0.18027390963652484,1,1418,5,2,1,1.1692548867883485,0
2022-06-20,2,-0.038329333410704526,-0.5164365093636077,0.3472106619633193,1,585,5,2,1,0.03859398770572777,0
2022-05-18,2,8.385179070514949e-05,-0.5006670092349964,0.3472106619633193,1,565,5,1,1,0.03859398770572777,0
2022-04-29,2,0.19214977779775355,-0.3429720079488834,0.17138247143003793,2,435,5,2,1,0.03859398770572777,2
2022-06-27,1,-0.038329333410704526,-0.8475960120644452,-0.3561021001698062,1,1867,5,2,2,-1.092066911376893,0
2022-06-20,2,-0.34563481502198196,-0.543244659582247,0.3472106619633193,1,1848,5,2,2,0.03859398770572777,0
2022-05-27,1,-0.1087535062799556,-0.8160570118072227,0.17138247143003793,1,2060,5,0,2,0.03859398770572777,0
2022-06-16,2,0.12812780246207076,-0.5006670092349964,-0.18027390963652484,1,56,5,0,1,0.03859398770572777,0
2022-06-04,2,0.06410582712638795,-0.5400907595565247,0.3472106619633193,1,900,5,1,0,0.03859398770572777,0
2022-06-23,2,0.06410582712638795,-0.3429720079488834,-0.3561021001698062,1,1964,5,2,2,0.03859398770572777,0
2022-07-06,2,0.12812780246207076,-0.3429720079488834,-0.3561021001698062,2,110,5,0,0,0.03859398770572777,2
2022-06-04,2,0.21775856793202666,-0.6583620105211095,-0.18027390963652484,1,908,5,0,1,0.03859398770572777,0
2022-06-23,3,0.3842157038048019,0.05126549526639938,0.17138247143003793,1,384,5,1,1,1.1692548867883485,0
2022-05-31,2,0.19214977779775355,-0.31143300769166077,-0.004445719103243464,1,1913,5,2,1,0.03859398770572777,0
2022-06-16,2,0.24336735806629978,-0.2641245073058268,-0.18027390963652484,1,1836,5,2,2,0.03859398770572777,0
2022-07-09,2,8.385179070514949e-05,-0.5558602596851361,0.3472106619633193,1,151,5,2,2,0.03859398770572777,0
2022-06-16,1,-0.19198207421634325,-0.8949045124502792,-0.18027390963652484,1,280,5,1,1,-1.092066911376893,2
2022-05-24,1,-0.12796009888066046,-0.8554807621287509,-0.18027390963652484,1,1293,5,2,0,-1.092066911376893,0
2022-06-12,2,0.2689761482005729,-0.5022439592478576,0.17138247143003793,1,1563,5,1,0,0.03859398770572777,0
2022-06-24,1,0.12812780246207076,-1.170870764700977,-0.18027390963652484,1,2220,5,2,0,-1.092066911376893,2
2022-06-07,1,-0.28801503721986743,-0.6504772604568039,0.3472106619633193,2,759,5,2,0,-1.092066911376893,2
2022-07-07,1,8.385179070514949e-05,-0.8712502622573622,-0.3561021001698062,2,110,5,2,1,-1.092066911376893,2
2022-06-12,2,0.2561717531334363,-0.5022439592478576,-0.004445719103243464,1,1563,5,1,0,0.03859398770572777,0
2022-05-26,2,-0.12796009888066046,-0.7372095111641661,-0.5319302907030876,1,1383,5,0,1,-1.092066911376893,2
